Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) description,defectFixed,defectType,lifecycle:transition,numberRepairs,phoneType
930,Inform User,System,1970/01/21 05:08:00.000,1970/01/21 05:08:00.000,Variant 2,2,Simulated process instance,,,complete,,
930,Archive Repair,System,1970/01/21 05:21:00.000,1970/01/21 05:21:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
931,Register,System,1970/01/21 07:54:00.000,1970/01/21 07:54:00.000,Variant 3,3,Simulated process instance,,,complete,,
931,Analyze Defect,Tester4,1970/01/21 07:54:00.000,1970/01/21 08:01:00.000,Variant 3,3,Simulated process instance,,4,complete,,T2
931,Repair (Simple),SolverS2,1970/01/21 08:28:00.000,1970/01/21 08:34:00.000,Variant 3,3,Simulated process instance,,,complete,,
931,Test Repair,Tester4,1970/01/21 08:34:00.000,1970/01/21 08:40:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
931,Inform User,System,1970/01/21 08:45:00.000,1970/01/21 08:45:00.000,Variant 3,3,Simulated process instance,,,complete,,
931,Archive Repair,System,1970/01/21 08:48:00.000,1970/01/21 08:48:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
932,Register,System,1970/01/20 07:42:00.000,1970/01/20 07:42:00.000,Variant 5,5,Simulated process instance,,,complete,,
932,Analyze Defect,Tester1,1970/01/20 07:42:00.000,1970/01/20 07:47:00.000,Variant 5,5,Simulated process instance,,2,complete,,T1
932,Repair (Simple),SolverS3,1970/01/20 08:03:00.000,1970/01/20 08:21:00.000,Variant 5,5,Simulated process instance,,,complete,,
932,Inform User,System,1970/01/20 08:11:00.000,1970/01/20 08:11:00.000,Variant 5,5,Simulated process instance,,,complete,,
932,Test Repair,Tester1,1970/01/20 08:21:00.000,1970/01/20 08:28:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
932,Archive Repair,System,1970/01/20 08:38:00.000,1970/01/20 08:38:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
933,Register,System,1970/01/21 09:19:00.000,1970/01/21 09:19:00.000,Variant 1,1,Simulated process instance,,,complete,,
933,Analyze Defect,Tester6,1970/01/21 09:19:00.000,1970/01/21 09:24:00.000,Variant 1,1,Simulated process instance,,10,complete,,T3
933,Repair (Complex),SolverC1,1970/01/21 09:33:00.000,1970/01/21 09:45:00.000,Variant 1,1,Simulated process instance,,,complete,,
933,Inform User,System,1970/01/21 09:41:00.000,1970/01/21 09:41:00.000,Variant 1,1,Simulated process instance,,,complete,,
933,Test Repair,Tester1,1970/01/21 09:45:00.000,1970/01/21 09:50:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
933,Archive Repair,System,1970/01/21 09:56:00.000,1970/01/21 09:56:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
934,Register,System,1970/01/20 02:14:00.000,1970/01/20 02:14:00.000,Variant 4,4,Simulated process instance,,,complete,,
934,Analyze Defect,Tester5,1970/01/20 02:14:00.000,1970/01/20 02:21:00.000,Variant 4,4,Simulated process instance,,5,complete,,T1
934,Inform User,System,1970/01/20 02:46:00.000,1970/01/20 02:46:00.000,Variant 4,4,Simulated process instance,,,complete,,
934,Repair (Complex),SolverC3,1970/01/20 02:49:00.000,1970/01/20 03:32:00.000,Variant 4,4,Simulated process instance,,,complete,,
934,Test Repair,Tester2,1970/01/20 03:32:00.000,1970/01/20 03:39:00.000,Variant 4,4,Simulated process instance,true,,complete,0,
934,Archive Repair,System,1970/01/20 03:47:00.000,1970/01/20 03:47:00.000,Variant 4,4,Simulated process instance,true,,complete,0,
935,Register,System,1970/01/21 12:48:00.000,1970/01/21 12:48:00.000,Variant 1,1,Simulated process instance,,,complete,,
935,Analyze Defect,Tester3,1970/01/21 12:48:00.000,1970/01/21 12:58:00.000,Variant 1,1,Simulated process instance,,5,complete,,T3
935,Repair (Complex),SolverC3,1970/01/21 13:21:00.000,1970/01/21 14:05:00.000,Variant 1,1,Simulated process instance,,,complete,,
935,Inform User,System,1970/01/21 13:46:00.000,1970/01/21 13:46:00.000,Variant 1,1,Simulated process instance,,,complete,,
935,Test Repair,Tester2,1970/01/21 14:05:00.000,1970/01/21 14:10:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
935,Archive Repair,System,1970/01/21 14:19:00.000,1970/01/21 14:19:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
936,Register,System,1970/01/21 09:01:00.000,1970/01/21 09:01:00.000,Variant 3,3,Simulated process instance,,,complete,,
936,Analyze Defect,Tester4,1970/01/21 09:01:00.000,1970/01/21 09:10:00.000,Variant 3,3,Simulated process instance,,2,complete,,T1
936,Repair (Simple),SolverS2,1970/01/21 09:37:00.000,1970/01/21 09:52:00.000,Variant 3,3,Simulated process instance,,,complete,,
936,Test Repair,Tester3,1970/01/21 09:52:00.000,1970/01/21 09:58:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
936,Inform User,System,1970/01/21 09:54:00.000,1970/01/21 09:54:00.000,Variant 3,3,Simulated process instance,,,complete,,
936,Archive Repair,System,1970/01/21 10:05:00.000,1970/01/21 10:05:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
937,Register,System,1970/01/21 04:23:00.000,1970/01/21 04:23:00.000,Variant 5,5,Simulated process instance,,,complete,,
937,Analyze Defect,Tester3,1970/01/21 04:23:00.000,1970/01/21 04:28:00.000,Variant 5,5,Simulated process instance,,4,complete,,T3
937,Repair (Simple),SolverS3,1970/01/21 04:34:00.000,1970/01/21 04:52:00.000,Variant 5,5,Simulated process instance,,,complete,,
937,Inform User,System,1970/01/21 04:48:00.000,1970/01/21 04:48:00.000,Variant 5,5,Simulated process instance,,,complete,,
937,Test Repair,Tester1,1970/01/21 04:52:00.000,1970/01/21 04:58:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
937,Archive Repair,System,1970/01/21 05:03:00.000,1970/01/21 05:03:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
938,Register,System,1970/01/21 07:10:00.000,1970/01/21 07:10:00.000,Variant 2,2,Simulated process instance,,,complete,,
938,Analyze Defect,Tester2,1970/01/21 07:10:00.000,1970/01/21 07:16:00.000,Variant 2,2,Simulated process instance,,10,complete,,T1
938,Repair (Complex),SolverC3,1970/01/21 07:19:00.000,1970/01/21 08:01:00.000,Variant 2,2,Simulated process instance,,,complete,,
938,Test Repair,Tester2,1970/01/21 08:01:00.000,1970/01/21 08:08:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
938,Inform User,System,1970/01/21 08:03:00.000,1970/01/21 08:03:00.000,Variant 2,2,Simulated process instance,,,complete,,
938,Archive Repair,System,1970/01/21 08:18:00.000,1970/01/21 08:18:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
939,Register,System,1970/01/21 02:40:00.000,1970/01/21 02:40:00.000,Variant 3,3,Simulated process instance,,,complete,,
939,Analyze Defect,Tester5,1970/01/21 02:40:00.000,1970/01/21 02:50:00.000,Variant 3,3,Simulated process instance,,2,complete,,T2
939,Repair (Simple),SolverS2,1970/01/21 03:01:00.000,1970/01/21 03:07:00.000,Variant 3,3,Simulated process instance,,,complete,,
939,Test Repair,Tester6,1970/01/21 03:07:00.000,1970/01/21 03:15:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
939,Inform User,System,1970/01/21 03:37:00.000,1970/01/21 03:37:00.000,Variant 3,3,Simulated process instance,,,complete,,
939,Archive Repair,System,1970/01/21 03:37:00.000,1970/01/21 03:37:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
94,Register,System,1970/01/04 09:45:00.000,1970/01/04 09:45:00.000,Variant 9,9,Simulated process instance,,,complete,,
94,Analyze Defect,Tester5,1970/01/04 09:45:00.000,1970/01/04 09:54:00.000,Variant 9,9,Simulated process instance,,6,complete,,T3
94,Inform User,System,1970/01/04 10:11:00.000,1970/01/04 10:11:00.000,Variant 9,9,Simulated process instance,,,complete,,
94,Repair (Simple),SolverS3,1970/01/04 10:13:00.000,1970/01/04 10:32:00.000,Variant 9,9,Simulated process instance,,,complete,,
94,Test Repair,Tester1,1970/01/04 10:32:00.000,1970/01/04 10:39:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
94,Archive Repair,System,1970/01/04 10:48:00.000,1970/01/04 10:48:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
940,Register,System,1970/01/20 08:37:00.000,1970/01/20 08:37:00.000,Variant 1,1,Simulated process instance,,,complete,,
940,Analyze Defect,Tester1,1970/01/20 08:37:00.000,1970/01/20 08:47:00.000,Variant 1,1,Simulated process instance,,9,complete,,T2
940,Repair (Complex),SolverC3,1970/01/20 08:49:00.000,1970/01/20 09:36:00.000,Variant 1,1,Simulated process instance,,,complete,,
940,Inform User,System,1970/01/20 09:06:00.000,1970/01/20 09:06:00.000,Variant 1,1,Simulated process instance,,,complete,,
940,Test Repair,Tester3,1970/01/20 09:36:00.000,1970/01/20 09:42:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
940,Archive Repair,System,1970/01/20 09:47:00.000,1970/01/20 09:47:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
941,Register,System,1970/01/20 03:04:00.000,1970/01/20 03:04:00.000,Variant 3,3,Simulated process instance,,,complete,,
941,Analyze Defect,Tester1,1970/01/20 03:04:00.000,1970/01/20 03:13:00.000,Variant 3,3,Simulated process instance,,1,complete,,T3
941,Repair (Simple),SolverS3,1970/01/20 03:15:00.000,1970/01/20 03:29:00.000,Variant 3,3,Simulated process instance,,,complete,,
941,Test Repair,Tester3,1970/01/20 03:29:00.000,1970/01/20 03:39:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
941,Inform User,System,1970/01/20 03:51:00.000,1970/01/20 03:51:00.000,Variant 3,3,Simulated process instance,,,complete,,
941,Archive Repair,System,1970/01/20 03:51:00.000,1970/01/20 03:51:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
942,Register,System,1970/01/20 23:52:00.000,1970/01/20 23:52:00.000,Variant 14,14,Simulated process instance,,,complete,,
942,Analyze Defect,Tester1,1970/01/20 23:52:00.000,1970/01/20 23:59:00.000,Variant 14,14,Simulated process instance,,2,complete,,T3
942,Repair (Simple),SolverS1,1970/01/21 00:08:00.000,1970/01/21 00:14:00.000,Variant 14,14,Simulated process instance,,,complete,,
942,Test Repair,Tester1,1970/01/21 00:14:00.000,1970/01/21 00:23:00.000,Variant 14,14,Simulated process instance,false,,complete,1,
942,Restart Repair,System,1970/01/21 00:31:00.000,1970/01/21 00:31:00.000,Variant 14,14,Simulated process instance,,,complete,,
942,Repair (Simple),SolverS1,1970/01/21 00:31:00.000,1970/01/21 00:36:00.000,Variant 14,14,Simulated process instance,,,complete,,
942,Test Repair,Tester4,1970/01/21 00:36:00.000,1970/01/21 00:44:00.000,Variant 14,14,Simulated process instance,false,,complete,2,
942,Inform User,System,1970/01/21 00:37:00.000,1970/01/21 00:37:00.000,Variant 14,14,Simulated process instance,,,complete,,
942,Restart Repair,System,1970/01/21 00:50:00.000,1970/01/21 00:50:00.000,Variant 14,14,Simulated process instance,,,complete,,
942,Repair (Simple),SolverS3,1970/01/21 00:50:00.000,1970/01/21 01:01:00.000,Variant 14,14,Simulated process instance,,,complete,,
942,Test Repair,Tester2,1970/01/21 01:01:00.000,1970/01/21 01:11:00.000,Variant 14,14,Simulated process instance,true,,complete,3,
942,Archive Repair,System,1970/01/21 01:17:00.000,1970/01/21 01:17:00.000,Variant 14,14,Simulated process instance,true,,complete,3,
943,Register,System,1970/01/21 06:11:00.000,1970/01/21 06:11:00.000,Variant 2,2,Simulated process instance,,,complete,,
943,Analyze Defect,Tester4,1970/01/21 06:11:00.000,1970/01/21 06:19:00.000,Variant 2,2,Simulated process instance,,7,complete,,T1
943,Repair (Complex),SolverC2,1970/01/21 06:26:00.000,1970/01/21 06:36:00.000,Variant 2,2,Simulated process instance,,,complete,,
943,Test Repair,Tester4,1970/01/21 06:36:00.000,1970/01/21 06:45:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
943,Inform User,System,1970/01/21 06:41:00.000,1970/01/21 06:41:00.000,Variant 2,2,Simulated process instance,,,complete,,
943,Archive Repair,System,1970/01/21 06:54:00.000,1970/01/21 06:54:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
944,Register,System,1970/01/20 23:21:00.000,1970/01/20 23:21:00.000,Variant 4,4,Simulated process instance,,,complete,,
944,Analyze Defect,Tester5,1970/01/20 23:21:00.000,1970/01/20 23:26:00.000,Variant 4,4,Simulated process instance,,10,complete,,T1
944,Inform User,System,1970/01/20 23:48:00.000,1970/01/20 23:48:00.000,Variant 4,4,Simulated process instance,,,complete,,
944,Repair (Complex),SolverC1,1970/01/20 23:51:00.000,1970/01/21 00:04:00.000,Variant 4,4,Simulated process instance,,,complete,,
944,Test Repair,Tester2,1970/01/21 00:04:00.000,1970/01/21 00:10:00.000,Variant 4,4,Simulated process instance,true,,complete,0,
944,Archive Repair,System,1970/01/21 00:16:00.000,1970/01/21 00:16:00.000,Variant 4,4,Simulated process instance,true,,complete,0,
945,Register,System,1970/01/20 10:13:00.000,1970/01/20 10:13:00.000,Variant 2,2,Simulated process instance,,,complete,,
945,Analyze Defect,Tester1,1970/01/20 10:13:00.000,1970/01/20 10:22:00.000,Variant 2,2,Simulated process instance,,5,complete,,T2
945,Repair (Complex),SolverC1,1970/01/20 10:36:00.000,1970/01/20 10:50:00.000,Variant 2,2,Simulated process instance,,,complete,,
945,Test Repair,Tester5,1970/01/20 10:50:00.000,1970/01/20 10:57:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
945,Inform User,System,1970/01/20 11:10:00.000,1970/01/20 11:10:00.000,Variant 2,2,Simulated process instance,,,complete,,
945,Archive Repair,System,1970/01/20 11:10:00.000,1970/01/20 11:10:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
946,Register,System,1970/01/20 10:41:00.000,1970/01/20 10:41:00.000,Variant 7,7,Simulated process instance,,,complete,,
946,Analyze Defect,Tester2,1970/01/20 10:41:00.000,1970/01/20 10:49:00.000,Variant 7,7,Simulated process instance,,6,complete,,T2
946,Repair (Simple),SolverS2,1970/01/20 11:09:00.000,1970/01/20 11:15:00.000,Variant 7,7,Simulated process instance,,,complete,,
946,Test Repair,Tester1,1970/01/20 11:15:00.000,1970/01/20 11:25:00.000,Variant 7,7,Simulated process instance,false,,complete,1,
946,Inform User,System,1970/01/20 11:29:00.000,1970/01/20 11:29:00.000,Variant 7,7,Simulated process instance,,,complete,,
946,Restart Repair,System,1970/01/20 11:33:00.000,1970/01/20 11:33:00.000,Variant 7,7,Simulated process instance,,,complete,,
946,Repair (Simple),SolverS2,1970/01/20 11:33:00.000,1970/01/20 11:44:00.000,Variant 7,7,Simulated process instance,,,complete,,
946,Test Repair,Tester1,1970/01/20 11:44:00.000,1970/01/20 11:50:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
946,Archive Repair,System,1970/01/20 12:00:00.000,1970/01/20 12:00:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
947,Register,System,1970/01/20 10:32:00.000,1970/01/20 10:32:00.000,Variant 1,1,Simulated process instance,,,complete,,
947,Analyze Defect,Tester3,1970/01/20 10:32:00.000,1970/01/20 10:37:00.000,Variant 1,1,Simulated process instance,,10,complete,,T2
947,Repair (Complex),SolverC3,1970/01/20 10:54:00.000,1970/01/20 11:40:00.000,Variant 1,1,Simulated process instance,,,complete,,
947,Inform User,System,1970/01/20 11:12:00.000,1970/01/20 11:12:00.000,Variant 1,1,Simulated process instance,,,complete,,
947,Test Repair,Tester4,1970/01/20 11:40:00.000,1970/01/20 11:46:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
947,Archive Repair,System,1970/01/20 11:55:00.000,1970/01/20 11:55:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
948,Register,System,1970/01/20 20:33:00.000,1970/01/20 20:33:00.000,Variant 7,7,Simulated process instance,,,complete,,
948,Analyze Defect,Tester3,1970/01/20 20:33:00.000,1970/01/20 20:43:00.000,Variant 7,7,Simulated process instance,,3,complete,,T3
948,Repair (Simple),SolverS1,1970/01/20 20:55:00.000,1970/01/20 21:02:00.000,Variant 7,7,Simulated process instance,,,complete,,
948,Test Repair,Tester1,1970/01/20 21:02:00.000,1970/01/20 21:10:00.000,Variant 7,7,Simulated process instance,false,,complete,1,
948,Inform User,System,1970/01/20 21:11:00.000,1970/01/20 21:11:00.000,Variant 7,7,Simulated process instance,,,complete,,
948,Restart Repair,System,1970/01/20 21:19:00.000,1970/01/20 21:19:00.000,Variant 7,7,Simulated process instance,,,complete,,
948,Repair (Simple),SolverS3,1970/01/20 21:19:00.000,1970/01/20 21:30:00.000,Variant 7,7,Simulated process instance,,,complete,,
948,Test Repair,Tester3,1970/01/20 21:30:00.000,1970/01/20 21:36:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
948,Archive Repair,System,1970/01/20 21:45:00.000,1970/01/20 21:45:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
949,Register,System,1970/01/20 10:55:00.000,1970/01/20 10:55:00.000,Variant 2,2,Simulated process instance,,,complete,,
949,Analyze Defect,Tester6,1970/01/20 10:55:00.000,1970/01/20 11:00:00.000,Variant 2,2,Simulated process instance,,6,complete,,T3
949,Repair (Complex),SolverC2,1970/01/20 11:08:00.000,1970/01/20 11:18:00.000,Variant 2,2,Simulated process instance,,,complete,,
949,Test Repair,Tester5,1970/01/20 11:18:00.000,1970/01/20 11:28:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
949,Inform User,System,1970/01/20 11:43:00.000,1970/01/20 11:43:00.000,Variant 2,2,Simulated process instance,,,complete,,
949,Archive Repair,System,1970/01/20 11:43:00.000,1970/01/20 11:43:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
95,Register,System,1970/01/03 09:59:00.000,1970/01/03 09:59:00.000,Variant 9,9,Simulated process instance,,,complete,,
95,Analyze Defect,Tester2,1970/01/03 09:59:00.000,1970/01/03 10:08:00.000,Variant 9,9,Simulated process instance,,1,complete,,T3
95,Inform User,System,1970/01/03 10:23:00.000,1970/01/03 10:23:00.000,Variant 9,9,Simulated process instance,,,complete,,
95,Repair (Simple),SolverS2,1970/01/03 10:23:00.000,1970/01/03 10:30:00.000,Variant 9,9,Simulated process instance,,,complete,,
95,Test Repair,Tester1,1970/01/03 10:30:00.000,1970/01/03 10:36:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
95,Archive Repair,System,1970/01/03 10:42:00.000,1970/01/03 10:42:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
950,Register,System,1970/01/20 22:34:00.000,1970/01/20 22:34:00.000,Variant 2,2,Simulated process instance,,,complete,,
950,Analyze Defect,Tester2,1970/01/20 22:34:00.000,1970/01/20 22:43:00.000,Variant 2,2,Simulated process instance,,6,complete,,T1
950,Repair (Complex),SolverC2,1970/01/20 22:49:00.000,1970/01/20 23:04:00.000,Variant 2,2,Simulated process instance,,,complete,,
950,Test Repair,Tester5,1970/01/20 23:04:00.000,1970/01/20 23:11:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
950,Inform User,System,1970/01/20 23:27:00.000,1970/01/20 23:27:00.000,Variant 2,2,Simulated process instance,,,complete,,
950,Archive Repair,System,1970/01/20 23:27:00.000,1970/01/20 23:27:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
951,Register,System,1970/01/20 19:31:00.000,1970/01/20 19:31:00.000,Variant 2,2,Simulated process instance,,,complete,,
951,Analyze Defect,Tester1,1970/01/20 19:31:00.000,1970/01/20 19:37:00.000,Variant 2,2,Simulated process instance,,8,complete,,T1
951,Repair (Complex),SolverC2,1970/01/20 20:07:00.000,1970/01/20 20:26:00.000,Variant 2,2,Simulated process instance,,,complete,,
951,Test Repair,Tester6,1970/01/20 20:26:00.000,1970/01/20 20:36:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
951,Inform User,System,1970/01/20 20:26:00.000,1970/01/20 20:26:00.000,Variant 2,2,Simulated process instance,,,complete,,
951,Archive Repair,System,1970/01/20 20:41:00.000,1970/01/20 20:41:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
952,Register,System,1970/01/21 21:56:00.000,1970/01/21 21:56:00.000,Variant 17,17,Simulated process instance,,,complete,,
952,Analyze Defect,Tester2,1970/01/21 21:56:00.000,1970/01/21 22:03:00.000,Variant 17,17,Simulated process instance,,4,complete,,T3
952,Inform User,System,1970/01/21 22:31:00.000,1970/01/21 22:31:00.000,Variant 17,17,Simulated process instance,,,complete,,
952,Repair (Simple),SolverS2,1970/01/21 22:32:00.000,1970/01/21 22:43:00.000,Variant 17,17,Simulated process instance,,,complete,,
952,Test Repair,Tester5,1970/01/21 22:43:00.000,1970/01/21 22:53:00.000,Variant 17,17,Simulated process instance,false,,complete,1,
952,Restart Repair,System,1970/01/21 23:02:00.000,1970/01/21 23:02:00.000,Variant 17,17,Simulated process instance,,,complete,,
952,Repair (Simple),SolverS2,1970/01/21 23:02:00.000,1970/01/21 23:07:00.000,Variant 17,17,Simulated process instance,,,complete,,
952,Test Repair,Tester1,1970/01/21 23:07:00.000,1970/01/21 23:12:00.000,Variant 17,17,Simulated process instance,true,,complete,2,
952,Archive Repair,System,1970/01/21 23:20:00.000,1970/01/21 23:20:00.000,Variant 17,17,Simulated process instance,true,,complete,2,
953,Register,System,1970/01/21 11:06:00.000,1970/01/21 11:06:00.000,Variant 1,1,Simulated process instance,,,complete,,
953,Analyze Defect,Tester4,1970/01/21 11:06:00.000,1970/01/21 11:15:00.000,Variant 1,1,Simulated process instance,,7,complete,,T2
953,Repair (Complex),SolverC3,1970/01/21 11:33:00.000,1970/01/21 12:20:00.000,Variant 1,1,Simulated process instance,,,complete,,
953,Inform User,System,1970/01/21 11:44:00.000,1970/01/21 11:44:00.000,Variant 1,1,Simulated process instance,,,complete,,
953,Test Repair,Tester1,1970/01/21 12:20:00.000,1970/01/21 12:28:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
953,Archive Repair,System,1970/01/21 12:35:00.000,1970/01/21 12:35:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
954,Register,System,1970/01/21 11:25:00.000,1970/01/21 11:25:00.000,Variant 2,2,Simulated process instance,,,complete,,
954,Analyze Defect,Tester2,1970/01/21 11:25:00.000,1970/01/21 11:32:00.000,Variant 2,2,Simulated process instance,,7,complete,,T1
954,Repair (Complex),SolverC2,1970/01/21 11:33:00.000,1970/01/21 11:45:00.000,Variant 2,2,Simulated process instance,,,complete,,
954,Test Repair,Tester1,1970/01/21 11:45:00.000,1970/01/21 11:50:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
954,Inform User,System,1970/01/21 12:08:00.000,1970/01/21 12:08:00.000,Variant 2,2,Simulated process instance,,,complete,,
954,Archive Repair,System,1970/01/21 12:08:00.000,1970/01/21 12:08:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
955,Register,System,1970/01/21 22:06:00.000,1970/01/21 22:06:00.000,Variant 47,47,Simulated process instance,,,complete,,
955,Analyze Defect,Tester1,1970/01/21 22:06:00.000,1970/01/21 22:15:00.000,Variant 47,47,Simulated process instance,,6,complete,,T2
955,Repair (Simple),SolverS1,1970/01/21 22:28:00.000,1970/01/21 22:34:00.000,Variant 47,47,Simulated process instance,,,complete,,
955,Inform User,System,1970/01/21 22:30:00.000,1970/01/21 22:30:00.000,Variant 47,47,Simulated process instance,,,complete,,
955,Test Repair,Tester5,1970/01/21 22:34:00.000,1970/01/21 22:42:00.000,Variant 47,47,Simulated process instance,false,,complete,1,
955,Restart Repair,System,1970/01/21 22:51:00.000,1970/01/21 22:51:00.000,Variant 47,47,Simulated process instance,,,complete,,
955,Repair (Complex),SolverC1,1970/01/21 22:51:00.000,1970/01/21 23:05:00.000,Variant 47,47,Simulated process instance,,,complete,,
955,Test Repair,Tester2,1970/01/21 23:05:00.000,1970/01/21 23:11:00.000,Variant 47,47,Simulated process instance,true,,complete,1,
955,Archive Repair,System,1970/01/21 23:20:00.000,1970/01/21 23:20:00.000,Variant 47,47,Simulated process instance,true,,complete,1,
956,Register,System,1970/01/21 21:52:00.000,1970/01/21 21:52:00.000,Variant 1,1,Simulated process instance,,,complete,,
956,Analyze Defect,Tester6,1970/01/21 21:52:00.000,1970/01/21 22:00:00.000,Variant 1,1,Simulated process instance,,10,complete,,T3
956,Repair (Complex),SolverC3,1970/01/21 22:29:00.000,1970/01/21 23:09:00.000,Variant 1,1,Simulated process instance,,,complete,,
956,Inform User,System,1970/01/21 22:49:00.000,1970/01/21 22:49:00.000,Variant 1,1,Simulated process instance,,,complete,,
956,Test Repair,Tester5,1970/01/21 23:09:00.000,1970/01/21 23:14:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
956,Archive Repair,System,1970/01/21 23:19:00.000,1970/01/21 23:19:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
957,Register,System,1970/01/20 16:40:00.000,1970/01/20 16:40:00.000,Variant 2,2,Simulated process instance,,,complete,,
957,Analyze Defect,Tester3,1970/01/20 16:40:00.000,1970/01/20 16:48:00.000,Variant 2,2,Simulated process instance,,8,complete,,T2
957,Repair (Complex),SolverC2,1970/01/20 16:53:00.000,1970/01/20 17:13:00.000,Variant 2,2,Simulated process instance,,,complete,,
957,Test Repair,Tester3,1970/01/20 17:13:00.000,1970/01/20 17:21:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
957,Inform User,System,1970/01/20 17:23:00.000,1970/01/20 17:23:00.000,Variant 2,2,Simulated process instance,,,complete,,
957,Archive Repair,System,1970/01/20 17:27:00.000,1970/01/20 17:27:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
958,Register,System,1970/01/20 17:44:00.000,1970/01/20 17:44:00.000,Variant 7,7,Simulated process instance,,,complete,,
958,Analyze Defect,Tester6,1970/01/20 17:44:00.000,1970/01/20 17:54:00.000,Variant 7,7,Simulated process instance,,3,complete,,T3
958,Repair (Simple),SolverS1,1970/01/20 18:07:00.000,1970/01/20 18:12:00.000,Variant 7,7,Simulated process instance,,,complete,,
958,Test Repair,Tester3,1970/01/20 18:12:00.000,1970/01/20 18:21:00.000,Variant 7,7,Simulated process instance,false,,complete,1,
958,Inform User,System,1970/01/20 18:22:00.000,1970/01/20 18:22:00.000,Variant 7,7,Simulated process instance,,,complete,,
958,Restart Repair,System,1970/01/20 18:29:00.000,1970/01/20 18:29:00.000,Variant 7,7,Simulated process instance,,,complete,,
958,Repair (Simple),SolverS3,1970/01/20 18:29:00.000,1970/01/20 18:41:00.000,Variant 7,7,Simulated process instance,,,complete,,
958,Test Repair,Tester1,1970/01/20 18:41:00.000,1970/01/20 18:49:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
958,Archive Repair,System,1970/01/20 18:58:00.000,1970/01/20 18:58:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
959,Register,System,1970/01/21 19:34:00.000,1970/01/21 19:34:00.000,Variant 1,1,Simulated process instance,,,complete,,
959,Analyze Defect,Tester2,1970/01/21 19:34:00.000,1970/01/21 19:43:00.000,Variant 1,1,Simulated process instance,,8,complete,,T1
959,Repair (Complex),SolverC1,1970/01/21 19:58:00.000,1970/01/21 20:09:00.000,Variant 1,1,Simulated process instance,,,complete,,
959,Inform User,System,1970/01/21 19:59:00.000,1970/01/21 19:59:00.000,Variant 1,1,Simulated process instance,,,complete,,
959,Test Repair,Tester6,1970/01/21 20:09:00.000,1970/01/21 20:16:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
959,Archive Repair,System,1970/01/21 20:23:00.000,1970/01/21 20:23:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
96,Register,System,1970/01/03 18:12:00.000,1970/01/03 18:12:00.000,Variant 1,1,Simulated process instance,,,complete,,
